Reference,datefrom,dateuntil,mov_type
AEMDHUG060-70,2026-04-28 10:49:23+00:00,2026-04-28 10:50:00+00:00,walking
AEMDHUG060-70,2026-04-28 10:50:00+00:00,2026-04-28 10:50:06+00:00,walking
AEMDHUG060-70,2026-04-28 10:51:33+00:00,2026-04-28 10:51:39+00:00,walking
AEMDHUG060-70,2026-04-28 10:53:43+00:00,2026-04-28 10:53:48+00:00,walking
AEMDHUG060-70,2026-04-28 10:54:01+00:00,2026-04-28 10:54:07+00:00,walking
AEMDHUG060-70,2026-04-28 10:54:34+00:00,2026-04-28 10:54:39+00:00,walking
AEMDHUG060-70,2026-04-28 10:55:44+00:00,2026-04-28 10:55:54+00:00,not_walking
AEMDHUG060-70,2026-04-28 10:56:05+00:00,2026-04-28 10:56:12+00:00,not_walking
AEMDHUG060-70,2026-04-28 10:56:24+00:00,2026-04-28 10:59:51+00:00,not_walking
AEMDHUG060-70,2026-04-28 11:00:09+00:00,2026-04-28 11:00:16+00:00,walking
AEMDHUG060-70,2026-04-28 11:00:28+00:00,2026-04-28 11:00:41+00:00,not_walking
AEMDHUG060-70,2026-04-28 11:00:42+00:00,2026-04-28 11:01:09+00:00,not_walking
AEMDHUG060-70,2026-04-28 11:01:22+00:00,2026-04-28 11:01:31+00:00,not_walking
AEMDHUG060-70,2026-04-28 11:01:36+00:00,2026-04-28 11:02:00+00:00,walking
AGCHUG064-10,2026-05-05 08:36:52+00:00,2026-05-05 08:36:57+00:00,walking
AGCHUG064-10,2026-05-05 08:39:21+00:00,2026-05-05 08:39:26+00:00,not_walking
AGCHUG064-10,2026-05-05 08:39:37+00:00,2026-05-05 08:39:57+00:00,walking
AGCHUG064-10,2026-05-05 08:40:00+00:00,2026-05-05 08:40:13+00:00,not_walking
AGCHUG064-10,2026-05-05 08:40:15+00:00,2026-05-05 08:40:48+00:00,not_walking
AGCHUG064-10,2026-05-05 08:40:57+00:00,2026-05-05 08:41:15+00:00,not_walking
AGCHUG064-10,2026-05-05 08:41:37+00:00,2026-05-05 08:41:46+00:00,not_walking
AGCHUG064-10,2026-05-05 08:41:54+00:00,2026-05-05 08:42:00+00:00,not_walking
AGCHUG064-10,2026-05-05 08:42:14+00:00,2026-05-05 08:42:20+00:00,not_walking
AGCHUG064-10,2026-05-05 08:42:21+00:00,2026-05-05 08:42:34+00:00,not_walking
AGCHUG064-10,2026-05-05 08:42:49+00:00,2026-05-05 08:43:06+00:00,not_walking
AGCHUG064-10,2026-05-05 08:43:16+00:00,2026-05-05 08:43:21+00:00,not_walking
AGCHUG064-10,2026-05-05 08:44:46+00:00,2026-05-05 08:45:07+00:00,not_walking
AGCHUG064-10,2026-05-05 08:45:09+00:00,2026-05-05 08:45:57+00:00,not_walking
AGCHUG064-10,2026-05-05 08:46:18+00:00,2026-05-05 08:46:25+00:00,walking
AGCHUG064-10,2026-05-05 08:46:26+00:00,2026-05-05 08:46:38+00:00,walking
AGCHUG064-10,2026-05-05 08:46:39+00:00,2026-05-05 08:46:44+00:00,walking
AGCHUG064-10,2026-05-05 08:47:01+00:00,2026-05-05 08:47:07+00:00,walking
AGCHUG064-10,2026-05-05 08:48:14+00:00,2026-05-05 08:48:22+00:00,walking
AGCHUG064-10,2026-05-05 08:49:33+00:00,2026-05-05 08:49:38+00:00,walking
AGCHUG064-10,2026-05-05 08:50:00+00:00,2026-05-05 08:50:13+00:00,walking
AGCHUG064-10,2026-05-05 08:50:14+00:00,2026-05-05 08:50:29+00:00,walking
AGCHUG064-10,2026-05-05 08:50:30+00:00,2026-05-05 08:50:55+00:00,walking
AGCHUG064-10,2026-05-05 08:51:01+00:00,2026-05-05 08:51:16+00:00,walking
AGCHUG064-10,2026-05-05 08:51:17+00:00,2026-05-05 08:51:31+00:00,walking
AGCHUG064-10,2026-05-05 08:51:32+00:00,2026-05-05 08:51:47+00:00,walking
AGCHUG064-10,2026-05-05 08:51:48+00:00,2026-05-05 08:51:55+00:00,walking
AGCHUG064-10,2026-05-05 08:52:08+00:00,2026-05-05 08:52:13+00:00,walking
AGCHUG064-10,2026-05-05 08:52:17+00:00,2026-05-05 08:52:27+00:00,walking
AGCHUG064-10,2026-05-05 08:52:28+00:00,2026-05-05 08:52:34+00:00,walking
AGCHUG064-10,2026-05-05 08:54:08+00:00,2026-05-05 08:54:14+00:00,not_walking
AGCHUG064-10,2026-05-05 08:54:19+00:00,2026-05-05 08:54:33+00:00,not_walking
AGCHUG064-10,2026-05-05 08:54:35+00:00,2026-05-05 08:55:02+00:00,not_walking
AGCHUG064-10,2026-05-05 08:55:09+00:00,2026-05-05 08:55:21+00:00,not_walking
AGCHUG064-10,2026-05-05 08:55:30+00:00,2026-05-05 08:55:53+00:00,not_walking
AGCHUG064-10,2026-05-05 08:55:57+00:00,2026-05-05 08:56:03+00:00,not_walking
AGCHUG064-10,2026-05-05 08:56:05+00:00,2026-05-05 08:56:15+00:00,not_walking
AGCHUG064-10,2026-05-05 08:56:19+00:00,2026-05-05 08:56:31+00:00,not_walking
AGCHUG064-10,2026-05-05 08:56:34+00:00,2026-05-05 08:56:43+00:00,not_walking
AGCHUG064-10,2026-05-05 08:56:54+00:00,2026-05-05 08:57:11+00:00,not_walking
AGCHUG064-10,2026-05-05 08:57:16+00:00,2026-05-05 08:57:21+00:00,not_walking
AGCHUG064-10,2026-05-05 08:57:23+00:00,2026-05-05 08:57:36+00:00,not_walking
AGCHUG064-10,2026-05-05 08:57:49+00:00,2026-05-05 08:57:59+00:00,not_walking
AGCHUG064-10,2026-05-05 08:58:04+00:00,2026-05-05 08:58:21+00:00,not_walking
AGCHUG064-10,2026-05-05 08:58:37+00:00,2026-05-05 08:58:46+00:00,not_walking
AGCHUG064-10,2026-05-05 08:59:26+00:00,2026-05-05 08:59:31+00:00,not_walking
AGCHUG064-10,2026-05-05 09:00:14+00:00,2026-05-05 09:00:43+00:00,not_walking
AGCHUG064-10,2026-05-05 09:00:49+00:00,2026-05-05 09:00:54+00:00,not_walking
AGCHUG064-10,2026-05-05 09:00:55+00:00,2026-05-05 09:01:19+00:00,not_walking
AGCHUG064-10,2026-05-05 09:01:30+00:00,2026-05-05 09:01:41+00:00,not_walking
AGCHUG064-10,2026-05-05 09:02:24+00:00,2026-05-05 09:02:35+00:00,not_walking
AGCHUG064-10,2026-05-05 09:02:39+00:00,2026-05-05 09:02:44+00:00,not_walking
AGCHUG064-10,2026-05-05 09:02:47+00:00,2026-05-05 09:02:57+00:00,not_walking
AGCHUG064-10,2026-05-05 09:03:08+00:00,2026-05-05 09:03:24+00:00,walking
AGCHUG064-10,2026-05-05 09:03:25+00:00,2026-05-05 09:03:47+00:00,walking
AGCHUG064-10,2026-05-05 09:04:11+00:00,2026-05-05 09:05:47+00:00,walking
AGCHUG064-10,2026-05-05 09:06:08+00:00,2026-05-05 09:06:20+00:00,not_walking
AGCHUG064-10,2026-05-05 09:06:22+00:00,2026-05-05 09:06:42+00:00,not_walking
AGCHUG064-10,2026-05-05 09:06:43+00:00,2026-05-05 09:06:48+00:00,not_walking
AGCHUG064-10,2026-05-05 09:06:55+00:00,2026-05-05 09:07:01+00:00,not_walking
AGCHUG064-10,2026-05-05 09:07:12+00:00,2026-05-05 09:07:17+00:00,not_walking
AGCHUG064-10,2026-05-05 09:07:24+00:00,2026-05-05 09:07:31+00:00,not_walking
AGCHUG064-10,2026-05-05 09:08:39+00:00,2026-05-05 09:08:45+00:00,not_walking
AGCHUG064-10,2026-05-05 09:09:03+00:00,2026-05-05 09:09:08+00:00,not_walking
AGCHUG064-10,2026-05-05 09:09:11+00:00,2026-05-05 09:09:16+00:00,not_walking
AGCHUG064-10,2026-05-05 09:09:44+00:00,2026-05-05 09:09:49+00:00,not_walking
AGCHUG064-10,2026-05-05 09:10:15+00:00,2026-05-05 09:10:33+00:00,not_walking
AGCHUG064-10,2026-05-05 09:11:18+00:00,2026-05-05 09:11:38+00:00,not_walking
AGCHUG064-10,2026-05-05 09:11:51+00:00,2026-05-05 09:11:56+00:00,not_walking
AGCHUG064-10,2026-05-05 09:12:12+00:00,2026-05-05 09:12:30+00:00,not_walking
AGCHUG064-10,2026-05-05 09:16:21+00:00,2026-05-05 09:16:27+00:00,walking
AGCHUG064-10,2026-05-05 09:18:22+00:00,2026-05-05 09:18:27+00:00,walking
AGCHUG064-10,2026-05-05 09:18:41+00:00,2026-05-05 09:18:46+00:00,walking
AGCHUG064-10,2026-05-05 09:19:08+00:00,2026-05-05 09:19:14+00:00,not_walking
AGCHUG064-10,2026-05-05 09:19:17+00:00,2026-05-05 09:19:57+00:00,not_walking
AMGHUG014-3,2026-05-03 22:04:15+00:00,2026-05-03 22:04:32+00:00,walking
AMGHUG014-3,2026-05-03 22:04:35+00:00,2026-05-03 22:04:57+00:00,walking
AMGHUG014-3,2026-05-03 22:05:08+00:00,2026-05-03 22:05:14+00:00,walking
AMGHUG014-3,2026-05-03 22:05:25+00:00,2026-05-03 22:05:33+00:00,not_walking
AMGHUG014-3,2026-05-03 22:06:22+00:00,2026-05-03 22:06:27+00:00,not_walking
AMGHUG014-3,2026-05-03 22:08:15+00:00,2026-05-03 22:08:23+00:00,walking
AMGHUG014-3,2026-05-03 22:08:26+00:00,2026-05-03 22:08:49+00:00,walking
AMGHUG014-3,2026-05-03 22:09:07+00:00,2026-05-03 22:09:15+00:00,not_walking
AMGHUG014-3,2026-05-03 22:09:16+00:00,2026-05-03 22:09:22+00:00,not_walking
AMGHUG014-3,2026-05-03 22:10:00+00:00,2026-05-03 22:12:09+00:00,not_walking
AMGHUG014-3,2026-05-03 22:12:17+00:00,2026-05-03 22:12:30+00:00,not_walking
AMGHUG014-3,2026-05-03 22:12:33+00:00,2026-05-03 22:13:01+00:00,not_walking
AMGHUG014-3,2026-05-03 22:13:02+00:00,2026-05-03 22:13:07+00:00,not_walking
AMGHUG014-3,2026-05-03 22:13:14+00:00,2026-05-03 22:13:26+00:00,not_walking
AMGHUG014-3,2026-05-03 22:13:30+00:00,2026-05-03 22:13:35+00:00,not_walking
AMGHUG014-3,2026-05-03 22:13:44+00:00,2026-05-03 22:13:49+00:00,not_walking
AMGHUG014-3,2026-05-03 22:14:12+00:00,2026-05-03 22:14:23+00:00,not_walking
AMGHUG014-3,2026-05-03 22:14:23+00:00,2026-05-03 22:14:33+00:00,walking
AMGHUG014-3,2026-05-03 22:14:36+00:00,2026-05-03 22:14:41+00:00,not_walking
AMGHUG014-3,2026-05-03 22:14:42+00:00,2026-05-03 22:14:50+00:00,walking
AMGHUG014-3,2026-05-03 22:14:56+00:00,2026-05-03 22:15:02+00:00,not_walking
AMGHUG014-3,2026-05-03 22:15:03+00:00,2026-05-03 22:15:08+00:00,walking
AMGHUG014-3,2026-05-03 22:15:10+00:00,2026-05-03 22:15:18+00:00,walking
AMGHUG014-3,2026-05-03 22:15:40+00:00,2026-05-03 22:15:45+00:00,walking
AMGHUG014-3,2026-05-03 22:16:03+00:00,2026-05-03 22:16:09+00:00,walking
AMGHUG014-3,2026-05-03 22:19:26+00:00,2026-05-03 22:19:31+00:00,walking
AMGHUG014-3,2026-05-03 22:20:45+00:00,2026-05-03 22:20:51+00:00,walking
AMGHUG014-3,2026-05-03 22:21:28+00:00,2026-05-03 22:21:50+00:00,not_walking
AMGHUG014-3,2026-05-04 05:49:29+00:00,2026-05-04 05:49:36+00:00,walking
AMGHUG014-3,2026-05-04 05:50:12+00:00,2026-05-04 05:50:19+00:00,not_walking
AMGHUG014-3,2026-05-04 05:51:26+00:00,2026-05-04 05:51:33+00:00,not_walking
AMGHUG014-3,2026-05-04 05:51:34+00:00,2026-05-04 05:51:49+00:00,not_walking
AMGHUG014-3,2026-05-04 05:51:56+00:00,2026-05-04 05:52:10+00:00,not_walking
AMGHUG014-3,2026-05-04 05:52:24+00:00,2026-05-04 05:52:36+00:00,not_walking
AMGHUG014-3,2026-05-04 05:52:55+00:00,2026-05-04 05:53:04+00:00,not_walking
AMGHUG014-3,2026-05-04 05:53:27+00:00,2026-05-04 05:53:45+00:00,walking
AMGHUG014-3,2026-05-04 05:53:48+00:00,2026-05-04 05:53:53+00:00,walking
AMGHUG014-3,2026-05-04 05:53:59+00:00,2026-05-04 05:54:04+00:00,not_walking
AMGHUG014-3,2026-05-04 05:54:06+00:00,2026-05-04 05:54:12+00:00,not_walking
AMGHUG014-3,2026-05-04 05:54:22+00:00,2026-05-04 05:54:39+00:00,not_walking
AMGHUG014-3,2026-05-04 05:54:48+00:00,2026-05-04 05:54:53+00:00,not_walking
AMGHUG014-3,2026-05-04 05:55:04+00:00,2026-05-04 05:55:19+00:00,not_walking
AMGHUG014-3,2026-05-04 05:55:21+00:00,2026-05-04 05:55:50+00:00,not_walking
AMGHUG014-3,2026-05-04 05:55:55+00:00,2026-05-04 05:56:03+00:00,not_walking
AMGHUG014-3,2026-05-04 05:56:15+00:00,2026-05-04 05:56:21+00:00,not_walking
AMGHUG014-3,2026-05-04 05:56:23+00:00,2026-05-04 05:56:33+00:00,not_walking
AMGHUG014-3,2026-05-04 05:56:39+00:00,2026-05-04 05:56:50+00:00,not_walking
AMGHUG014-3,2026-05-04 05:56:54+00:00,2026-05-04 05:57:25+00:00,not_walking
AMGHUG014-3,2026-05-04 05:57:36+00:00,2026-05-04 05:57:55+00:00,walking
AMGHUG014-3,2026-05-04 05:58:01+00:00,2026-05-04 05:58:49+00:00,walking
AMGHUG014-3,2026-05-04 05:58:51+00:00,2026-05-04 05:59:23+00:00,walking
AMGHUG014-3,2026-05-04 05:59:33+00:00,2026-05-04 05:59:39+00:00,walking
AMGHUG014-3,2026-05-04 05:59:42+00:00,2026-05-04 05:59:48+00:00,walking
AMGHUG014-3,2026-05-04 05:59:54+00:00,2026-05-04 06:00:00+00:00,not_walking
JOM250427-105,2025-04-27 06:16:20+00:00,2025-04-27 06:16:26+00:00,not_walking
JOM250427-105,2025-04-27 06:16:27+00:00,2025-04-27 06:16:42+00:00,walking
JOM250427-105,2025-04-27 06:16:45+00:00,2025-04-27 06:16:55+00:00,not_walking
JOM250427-105,2025-04-27 06:17:07+00:00,2025-04-27 06:17:23+00:00,not_walking
JOM250427-105,2025-04-27 06:17:34+00:00,2025-04-27 06:17:39+00:00,walking
JOM250427-105,2025-04-27 06:17:54+00:00,2025-04-27 06:17:59+00:00,walking
JOM250427-105,2025-04-27 06:19:15+00:00,2025-04-27 06:19:38+00:00,not_walking
JOM250427-105,2025-04-27 06:19:45+00:00,2025-04-27 06:19:53+00:00,not_walking
JOM250427-105,2025-04-27 06:20:22+00:00,2025-04-27 06:20:33+00:00,walking
JOM250427-105,2025-04-27 06:20:40+00:00,2025-04-27 06:21:02+00:00,walking
JOM250427-105,2025-04-27 06:21:05+00:00,2025-04-27 06:21:20+00:00,walking
JOM250427-105,2025-04-27 06:21:22+00:00,2025-04-27 06:21:35+00:00,walking
JOM250427-105,2025-04-27 06:22:28+00:00,2025-04-27 06:22:54+00:00,walking
JOM250427-105,2025-04-27 06:22:55+00:00,2025-04-27 06:23:00+00:00,walking
JOM250427-105,2025-04-27 06:23:03+00:00,2025-04-27 06:23:13+00:00,walking
JOM250427-105,2025-04-27 06:23:28+00:00,2025-04-27 06:23:34+00:00,walking
JOM250427-105,2025-04-27 06:23:35+00:00,2025-04-27 06:23:43+00:00,walking
JOM250427-105,2025-04-27 06:24:55+00:00,2025-04-27 06:25:01+00:00,not_walking
JOM250427-105,2025-04-27 06:25:14+00:00,2025-04-27 06:25:20+00:00,not_walking
JOM250427-105,2025-04-27 06:25:21+00:00,2025-04-27 06:25:28+00:00,not_walking
JOM250427-105,2025-04-27 06:25:59+00:00,2025-04-27 06:26:04+00:00,not_walking
JOM250427-105,2025-04-27 06:26:05+00:00,2025-04-27 06:26:11+00:00,not_walking
JOM250427-105,2025-04-27 06:26:22+00:00,2025-04-27 06:26:27+00:00,not_walking
JOM250427-105,2025-04-27 06:26:35+00:00,2025-04-27 06:26:40+00:00,not_walking
JOM250427-105,2025-04-27 06:26:48+00:00,2025-04-27 06:26:57+00:00,not_walking
JOM250427-105,2025-04-27 06:27:12+00:00,2025-04-27 06:27:19+00:00,not_walking
JOM250427-105,2025-04-27 06:27:45+00:00,2025-04-27 06:27:56+00:00,not_walking
JOM250427-105,2025-04-27 06:28:07+00:00,2025-04-27 06:28:12+00:00,not_walking
JOM250427-105,2025-04-27 06:29:33+00:00,2025-04-27 06:29:38+00:00,not_walking
JOM250427-105,2025-04-27 06:30:15+00:00,2025-04-27 06:30:50+00:00,not_walking
JOM250427-105,2025-04-27 06:30:51+00:00,2025-04-27 06:31:08+00:00,not_walking
JOM250427-105,2025-04-27 06:31:34+00:00,2025-04-27 06:31:41+00:00,not_walking
JOM250427-105,2025-04-27 06:31:42+00:00,2025-04-27 06:31:47+00:00,not_walking
JOM250427-105,2025-04-27 06:31:48+00:00,2025-04-27 06:32:06+00:00,not_walking
JOM250427-105,2025-04-27 06:32:07+00:00,2025-04-27 06:32:17+00:00,not_walking
JOM250427-105,2025-04-27 06:32:19+00:00,2025-04-27 06:32:40+00:00,not_walking
JOM250427-105,2025-04-27 06:32:51+00:00,2025-04-27 06:32:58+00:00,not_walking
JOM250427-105,2025-04-27 06:32:59+00:00,2025-04-27 06:33:09+00:00,not_walking
JOM250427-105,2025-04-27 06:33:11+00:00,2025-04-27 06:33:20+00:00,walking
JOM250427-105,2025-04-27 06:33:21+00:00,2025-04-27 06:33:32+00:00,walking
JOM250427-105,2025-04-27 06:33:36+00:00,2025-04-27 06:33:47+00:00,walking
JOM250427-105,2025-04-27 06:35:03+00:00,2025-04-27 06:35:11+00:00,not_walking
JOM250427-105,2025-04-27 06:35:30+00:00,2025-04-27 06:35:36+00:00,not_walking
JOM250427-105,2025-04-27 06:36:19+00:00,2025-04-27 06:36:24+00:00,not_walking
JOM250427-105,2025-04-27 06:37:04+00:00,2025-04-27 06:37:09+00:00,walking
JOM250427-105,2025-04-27 06:37:17+00:00,2025-04-27 06:37:24+00:00,walking
JOM250427-105,2025-04-27 06:37:34+00:00,2025-04-27 06:37:48+00:00,walking
JOM250427-105,2025-04-27 06:38:13+00:00,2025-04-27 06:38:21+00:00,walking
JOM250427-105,2025-04-27 06:38:46+00:00,2025-04-27 06:38:59+00:00,walking
JOM250427-105,2025-04-27 06:39:00+00:00,2025-04-27 06:39:16+00:00,walking
JOM250427-105,2025-04-27 06:39:17+00:00,2025-04-27 06:39:29+00:00,walking
JOM250427-105,2025-04-27 06:39:37+00:00,2025-04-27 06:39:51+00:00,walking
JOM250427-105,2025-04-27 06:40:08+00:00,2025-04-27 06:40:14+00:00,not_walking
JOM250427-105,2025-04-27 06:40:15+00:00,2025-04-27 06:40:20+00:00,not_walking
JOM250427-105,2025-04-27 06:40:22+00:00,2025-04-27 06:40:27+00:00,not_walking
JOM250427-105,2025-04-27 06:40:27+00:00,2025-04-27 06:40:33+00:00,walking
JOM250427-105,2025-04-27 06:43:53+00:00,2025-04-27 06:43:58+00:00,not_walking
JOM250427-105,2025-04-27 06:44:03+00:00,2025-04-27 06:44:09+00:00,not_walking
JOM250427-105,2025-04-27 06:44:17+00:00,2025-04-27 06:44:33+00:00,walking
JOM250427-105,2025-04-27 06:44:44+00:00,2025-04-27 06:44:52+00:00,walking
JOM250427-105,2025-04-27 06:45:07+00:00,2025-04-27 06:45:24+00:00,walking
JOM250427-105,2025-04-27 06:45:56+00:00,2025-04-27 06:46:02+00:00,not_walking
JOM250427-105,2025-04-27 06:46:08+00:00,2025-04-27 06:46:27+00:00,not_walking
JOM250427-105,2025-04-27 06:46:35+00:00,2025-04-27 06:46:40+00:00,not_walking
JOM250427-105,2025-04-27 06:46:41+00:00,2025-04-27 06:46:55+00:00,not_walking
JOM250427-105,2025-04-27 06:47:03+00:00,2025-04-27 06:47:15+00:00,walking
JOM250427-105,2025-04-27 06:47:17+00:00,2025-04-27 06:47:24+00:00,walking
JOM250427-105,2025-04-27 06:47:25+00:00,2025-04-27 06:47:51+00:00,walking
JOM250427-105,2025-04-27 06:47:53+00:00,2025-04-27 06:48:05+00:00,walking
JOM250427-105,2025-04-27 06:48:25+00:00,2025-04-27 06:48:31+00:00,walking
JOM250427-105,2025-04-27 06:55:35+00:00,2025-04-27 06:55:50+00:00,not_walking
JOM250427-105,2025-04-27 06:57:20+00:00,2025-04-27 06:57:29+00:00,not_walking
JOM250427-105,2025-04-27 06:57:43+00:00,2025-04-27 06:58:09+00:00,not_walking
JOM250427-105,2025-04-27 06:58:10+00:00,2025-04-27 06:58:30+00:00,not_walking
JOM250427-105,2025-04-27 06:58:34+00:00,2025-04-27 06:58:39+00:00,walking
JOM250427-105,2025-04-27 06:59:06+00:00,2025-04-27 06:59:26+00:00,walking
JOM250427-105,2025-04-27 06:59:31+00:00,2025-04-27 06:59:36+00:00,walking
JOM250427-105,2025-04-27 06:59:38+00:00,2025-04-27 06:59:49+00:00,walking
JOM250429-103,2025-04-29 17:33:12+00:00,2025-04-29 17:33:22+00:00,not_walking
JOM250429-103,2025-04-29 17:33:24+00:00,2025-04-29 17:33:42+00:00,walking
JOM250429-103,2025-04-29 17:34:02+00:00,2025-04-29 17:34:07+00:00,walking
JOM250429-103,2025-04-29 17:34:21+00:00,2025-04-29 17:34:30+00:00,walking
JOM250429-103,2025-04-29 17:34:33+00:00,2025-04-29 17:34:43+00:00,walking
JOM250429-103,2025-04-29 17:35:13+00:00,2025-04-29 17:35:18+00:00,walking
JOM250429-103,2025-04-29 17:35:20+00:00,2025-04-29 17:35:26+00:00,walking
JOM250429-103,2025-04-29 17:35:52+00:00,2025-04-29 17:36:00+00:00,walking
JOM250429-103,2025-04-29 17:36:02+00:00,2025-04-29 17:36:22+00:00,walking
JOM250429-103,2025-04-29 17:36:28+00:00,2025-04-29 17:36:49+00:00,not_walking
JOM250429-103,2025-04-29 17:36:55+00:00,2025-04-29 17:37:41+00:00,not_walking
JOM250429-103,2025-04-29 17:37:46+00:00,2025-04-29 17:38:08+00:00,not_walking
JOM250429-103,2025-04-29 17:38:17+00:00,2025-04-29 17:38:28+00:00,not_walking
JOM250429-103,2025-04-29 17:38:37+00:00,2025-04-29 17:38:47+00:00,not_walking
JOM250429-103,2025-04-29 17:39:01+00:00,2025-04-29 17:39:22+00:00,not_walking
JOM250429-103,2025-04-29 17:39:23+00:00,2025-04-29 17:39:30+00:00,not_walking
JOM250429-103,2025-04-29 17:39:38+00:00,2025-04-29 17:40:00+00:00,not_walking
JOM250429-103,2025-04-29 17:40:02+00:00,2025-04-29 17:40:08+00:00,walking
JOM250429-103,2025-04-29 17:40:13+00:00,2025-04-29 17:40:22+00:00,not_walking
JOM250429-103,2025-04-29 17:40:22+00:00,2025-04-29 17:40:28+00:00,walking
JOM250429-103,2025-04-29 17:40:30+00:00,2025-04-29 17:40:38+00:00,walking
JOM250429-103,2025-04-29 17:41:00+00:00,2025-04-29 17:41:16+00:00,not_walking
JOM250429-103,2025-04-29 17:41:18+00:00,2025-04-29 17:41:25+00:00,not_walking
JOM250429-103,2025-04-29 17:42:14+00:00,2025-04-29 17:42:19+00:00,not_walking
JOM250429-103,2025-04-29 17:42:21+00:00,2025-04-29 17:42:26+00:00,not_walking
JOM250429-103,2025-04-29 17:42:54+00:00,2025-04-29 17:43:00+00:00,walking
JOM250429-103,2025-04-29 17:43:07+00:00,2025-04-29 17:43:13+00:00,not_walking
JOM250429-103,2025-04-29 17:43:15+00:00,2025-04-29 17:43:23+00:00,not_walking
JOM250429-103,2025-04-29 17:43:48+00:00,2025-04-29 17:44:01+00:00,not_walking
JOM250429-103,2025-04-29 17:45:36+00:00,2025-04-29 17:45:41+00:00,walking
JOM250429-103,2025-04-29 17:47:36+00:00,2025-04-29 17:47:43+00:00,not_walking
JOM250429-103,2025-04-29 17:48:46+00:00,2025-04-29 17:48:51+00:00,walking
JOM250429-103,2025-04-29 17:48:54+00:00,2025-04-29 17:49:00+00:00,walking
JOM250429-103,2025-04-29 17:51:10+00:00,2025-04-29 17:51:15+00:00,not_walking
JOM250429-103,2025-04-29 17:53:15+00:00,2025-04-29 17:53:22+00:00,walking
JOM250429-103,2025-04-29 17:53:23+00:00,2025-04-29 17:53:29+00:00,walking
JOM250429-103,2025-04-29 17:53:29+00:00,2025-04-29 17:53:38+00:00,not_walking
JOM250429-103,2025-04-29 17:53:53+00:00,2025-04-29 17:54:01+00:00,walking
JOM250429-103,2025-04-29 17:55:33+00:00,2025-04-29 17:55:42+00:00,not_walking
JOM250429-103,2025-04-29 17:56:08+00:00,2025-04-29 17:56:13+00:00,walking
JOM250429-103,2025-04-29 17:56:48+00:00,2025-04-29 17:57:08+00:00,walking
JOM250429-103,2025-04-29 17:57:09+00:00,2025-04-29 17:57:53+00:00,walking
JOM250429-103,2025-04-29 17:57:57+00:00,2025-04-29 17:58:05+00:00,not_walking
LFP1994-120,2025-08-01 14:33:11+00:00,2025-08-01 14:34:07+00:00,walking
LFP1994-120,2025-08-01 14:35:53+00:00,2025-08-01 14:35:58+00:00,walking
VCLHUG026-16,2026-02-10 08:53:53+00:00,2026-02-10 08:54:02+00:00,not_walking
VCLHUG026-16,2026-02-10 08:54:15+00:00,2026-02-10 08:54:20+00:00,not_walking
VCLHUG026-16,2026-02-10 08:54:21+00:00,2026-02-10 08:54:31+00:00,not_walking
VCLHUG026-16,2026-02-10 08:54:31+00:00,2026-02-10 08:54:39+00:00,walking
VCLHUG026-16,2026-02-10 08:54:40+00:00,2026-02-10 08:54:47+00:00,not_walking
VCLHUG026-16,2026-02-10 08:54:48+00:00,2026-02-10 08:54:58+00:00,walking
VCLHUG026-16,2026-02-10 08:55:04+00:00,2026-02-10 08:55:24+00:00,not_walking
VCLHUG026-16,2026-02-10 08:55:25+00:00,2026-02-10 08:55:31+00:00,not_walking
VCLHUG026-16,2026-02-10 08:55:55+00:00,2026-02-10 08:56:00+00:00,walking
VCLHUG026-16,2026-02-10 08:56:36+00:00,2026-02-10 08:56:45+00:00,walking
VCLHUG026-16,2026-02-10 08:57:04+00:00,2026-02-10 08:57:09+00:00,walking
VCLHUG026-16,2026-02-10 08:57:28+00:00,2026-02-10 08:57:37+00:00,walking
VCLHUG026-16,2026-02-10 08:58:37+00:00,2026-02-10 08:58:48+00:00,not_walking
VCLHUG026-16,2026-02-10 09:00:27+00:00,2026-02-10 09:00:35+00:00,walking
VCLHUG026-16,2026-02-10 09:00:48+00:00,2026-02-10 09:00:53+00:00,walking
VCLHUG026-16,2026-02-10 09:01:21+00:00,2026-02-10 09:01:33+00:00,not_walking
VCLHUG026-16,2026-02-10 09:02:51+00:00,2026-02-10 09:02:58+00:00,not_walking
VCLHUG026-16,2026-02-10 09:03:29+00:00,2026-02-10 09:03:40+00:00,walking
VCLHUG026-16,2026-02-10 09:04:10+00:00,2026-02-10 09:04:17+00:00,walking
VCLHUG026-16,2026-02-10 09:04:21+00:00,2026-02-10 09:04:26+00:00,walking
VCLHUG026-16,2026-02-10 09:05:00+00:00,2026-02-10 09:05:05+00:00,not_walking
VCLHUG026-16,2026-02-10 09:05:51+00:00,2026-02-10 09:05:58+00:00,walking
VCLHUG026-16,2026-02-10 09:06:02+00:00,2026-02-10 09:06:07+00:00,not_walking
VCLHUG026-16,2026-02-10 09:06:19+00:00,2026-02-10 09:06:26+00:00,not_walking
VCLHUG026-16,2026-02-10 09:06:34+00:00,2026-02-10 09:06:48+00:00,not_walking
VCLHUG026-16,2026-02-10 09:07:05+00:00,2026-02-10 09:07:19+00:00,not_walking
VCLHUG026-16,2026-02-10 09:07:47+00:00,2026-02-10 09:07:55+00:00,walking
VCLHUG026-16,2026-02-10 09:10:00+00:00,2026-02-10 09:10:10+00:00,not_walking
VCLHUG026-16,2026-02-10 09:10:16+00:00,2026-02-10 09:10:33+00:00,not_walking
